0004021905,הדרכה - מאבטחים,2011,293,427,514
0004021909,"נסיעות לחו""ל",2011,33691,14532,59328
0004021911,השתתפות גורמי חוץ,2011,-435,0,-800
0004021913,אבטחת בית ראש הממשלה,2011,-1,0,-1
0004021915,מיגון ואבטחת חוות,2011,-1,0,-1
0004021918,קניית שרותי שמירה,2011,-1,0,-1
0004021919,בית ראש הממשלה-,2011,2652,2200,4151
0004021920,שעות נוספות - העסקת,2011,11087,5725,11025
0004021921,שירותים רפואיים,2011,892,490,1135
0004021922,מאבטחים - שעות אבטחה,2011,18334,14078,18578
0004021923,הוצאות אבטחה - מחסומים,2011,11981,5475,15010
0004021953,הוצאות שמירה ובטחון,2011,7850,5799,11485
0004021954,אבטחת מידע במחשוב,2011,-1,0,-1
0004021955,ביטחון פרוייקטים,2011,-1,0,-1
0004021956,מערכת כניסה ובקרה,2011,-1,0,-1
0004021957,מיגון - שרים,2011,24329,24325,38160
0004021964,אחזקת רכב ממשלתי,2011,124,,353
0004021968,רכישת כלי רכב,2011,,0,603
0004021969,עלויות פרישה מאבטחים,2011,123,53,115
0004021970,השתתפות באבטחת שרים,2011,-23748,-24325,-27275
0004021971,ארוח אישים,2011,3349,5393,6008
0004021973,השתתפות משרד הבטחון,2011,,-1200,-1200
0004022101,פעולות הרשות לקידום,2011,717,2671,3441
0004022103,עבודה בלתי צמיתה,2011,1381,648,1388
0004022104,החזר הוצאות רכב,2011,265,317,270
0004022105,שעות נוספות,2011,54,76,49
0004022106,שיא כח אדם,2011,433,477,448
0004022114,אחזקת רכב,2011,32,45,45
0004022115,דלק לרכב ממשלתי,2011,40,21,59
0004022117,השתתפות משרד ראש,2011,-1,0,-1
0004022118,פעולות לקידום מעמד,2011,585,0,1081
0004022119,השתתפות בלשכת הפרסום,2011,1616,666,2160
0004022120,השתתפות במשרד הרווחה,2011,-1,0,-1
0004022121,טיפול בסחר בנשים,2011,,15894,0
0004022122,השתתפות במשרד הבריאות,2011,-1,0,-1
0004022123,השתתפות במשרד החינוך,2011,-1,0,-1
0004022124,"פעולות במגזר הבדואי,",2011,-1,0,-1
0004022125,מלגות לסטודנטיות,2011,,500,500
0004022803,חינוך יהודי בתפוצות,2011,74123,39435,116888
0004022805,רזרבה להתייקרויות,2011,,960,0
0004022808,"פרוייקט ""זכות מלידה""",2011,77504,42623,88000
0004022809,רזרבה להתייקרויות,2011,,2204,0
0004023101,שיא כח אדם,2011,-1,0,-1
0004023102,עבודה בלתי צמיתה,2011,-1,0,-1
